sender,subject,body,label,id,timestamp,sub_len,body_len,sender_dmn
deals@get-rich-quick.net,🔥 87% OFF Discount Electronics - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 87% OFF on discount electronics!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,75,2025-07-18T10:01:37,46,305,get-rich-quick.net
security@goog1e.com,Verify immediately - Account Verification,"Verify immediately

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,76,2025-08-02T08:31:49,41,249,goog1e.com
welcome@salesforce.com,Welcome to Salesforce!,"Welcome to Salesforce!

We're excited to have you on board. Here's what you can do next:

1. Complete your profile setup
2. Explore our features
3. Join our community
4. Contact support if you need help

Get started: [Getting Started Guide]

Welcome aboard!
The Salesforce Team",legitimate,77,2025-07-29T16:53:56,22,277,salesforce.com
deals@pharmacy-online.info,🔥 75% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 75% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,78,2025-07-25T17:32:15,39,298,pharmacy-online.info
billing@google.com,Payment Confirmation - Google,"Dear Customer,

Your Google subscription has been renewed.

Amount charged: $35.84
Next billing date: 2025-09-04
Payment method: Card ending in 1863

View your invoice or update billing information in your account.

Google Billing Team",legitimate,79,2025-07-05T18:28:42,29,235,google.com
alert@guerrillamail.com,⚠️ URGENT: Your computer is infected with 247 viruses!,"⚠️ URGENT ALERT ⚠️

Your computer is infected with 247 viruses!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,80,2025-07-24T00:44:48,54,383,guerrillamail.com
lottery@get-rich-quick.net,"YOU WON $497,888!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $497,888 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 475625

Contact our claims department immediately!

Dr. Coleman, Lottery Commissioner",spam,81,2025-07-11T00:25:50,29,365,get-rich-quick.net
security@arnazon.com,Account will be suspended - Account Verification,"URGENT ACTION REQUIRED

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,82,2025-07-06T03:09:58,48,253,arnazon.com
alert@weight-loss-miracle.com,⚠️ URGENT: Your computer is infected with 247 viruses!,"⚠️ URGENT ALERT ⚠️

Your computer is infected with 247 viruses!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,83,2025-07-22T11:06:28,54,383,weight-loss-miracle.com
security@goog1e.com,URGENT ACTION REQUIRED - Account Verification,"Account will be suspended

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,84,2025-07-05T20:29:23,45,256,goog1e.com
opportunity@free-money.co,Make $1799/Week From Home - No Experience!,"Make $1799/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,85,2025-07-10T06:51:15,42,295,free-money.co
welcome@zendesk.com,Welcome to Zendesk!,"Welcome to Zendesk!

We're excited to have you on board. Here's what you can do next:

1. Complete your profile setup
2. Explore our features
3. Join our community
4. Contact support if you need help

Get started: [Getting Started Guide]

Welcome aboard!
The Zendesk Team",legitimate,86,2025-08-01T16:27:31,19,271,zendesk.com
deals@lottery-winner.net,🔥 67% OFF Discount Electronics - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 67% OFF on discount electronics!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,87,2025-07-11T08:25:37,46,305,lottery-winner.net
newsletter@shopify.com,Shopify Weekly: Industry Insights,"Hi there!

Welcome to this week's Shopify newsletter featuring industry insights.

This week we're covering:
• New feature releases
• Customer success stories  
• Upcoming events
• Industry trends

Read more on our blog or contact us with questions.

Best,
The Shopify Team

Unsubscribe | Update preferences",legitimate,88,2025-07-24T02:56:22,33,307,shopify.com
lottery@tempmail.com,"YOU WON $8,351,130!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $8,351,130 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 344283

Contact our claims department immediately!

Dr. Scott, Lottery Commissioner",spam,89,2025-07-10T10:09:07,31,365,tempmail.com
lottery@weight-loss-miracle.com,"YOU WON $4,314,551!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $4,314,551 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 847618

Contact our claims department immediately!

Dr. Walls, Lottery Commissioner",spam,90,2025-07-18T01:00:48,31,365,weight-loss-miracle.com
alert@crypto-profits.investment,⚠️ URGENT: Your computer is infected with 247 viruses!,"⚠️ URGENT ALERT ⚠️

Your computer is infected with 247 viruses!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,91,2025-07-12T17:54:54,54,383,crypto-profits.investment
pharmacy@weight-loss-miracle.com,Anti-aging cream - 73% OFF No Prescription!,"Get Anti-aging cream at 73% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,92,2025-07-08T20:16:15,43,232,weight-loss-miracle.com
deals@pharmacy-online.info,🔥 67% OFF Weight Loss Pills - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 67% OFF on weight loss pills!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,93,2025-07-27T07:06:30,43,302,pharmacy-online.info
lottery@amazing-deals.biz,"YOU WON $5,242,269!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $5,242,269 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 248343

Contact our claims department immediately!

Dr. Allison, Lottery Commissioner",spam,94,2025-07-31T14:02:30,31,367,amazing-deals.biz
alert@fake-rolex.shop,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,95,2025-07-14T22:39:41,54,383,fake-rolex.shop
prince@get-rich-quick.net,"Urgent Business Proposal - $49,357,353","Dear Friend,

I am writing to you from Solomon Islands. I am a prince/businessman/lawyer with access to $49,357,353 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($14,807,206).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Jessica Johnson",spam,96,2025-07-25T05:48:46,38,476,get-rich-quick.net
security@stripe.com,Password Reset Request - Stripe,"Hi,

We received a request to reset your password for your Stripe account.

If you requested this, click the link below to reset your password:
[Reset Password Link]

This link will expire in 24 hours.

If you didn't request this, please ignore this email.

Stripe Security Team",legitimate,97,2025-07-24T18:35:05,31,278,stripe.com
security@paypaI.com,Security breach detected - Account Verification,"URGENT ACTION REQUIRED

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,98,2025-07-29T11:40:17,47,253,paypaI.com
opportunity@guerrillamail.com,Make $1840/Week From Home - No Experience!,"Make $1840/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,99,2025-07-28T10:25:47,42,295,guerrillamail.com
pharmacy@guerrillamail.com,Anti-aging cream - 69% OFF No Prescription!,"Get Anti-aging cream at 69% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,100,2025-07-30T11:06:15,43,232,guerrillamail.com
security@apple.com,Re: Billing Inquiry - Ticket #29612,Hi there! We've resolved your issue with feature request. Please let us know if you need any further assistance. Your satisfaction is our priority. Support Team at Apple,legitimate,101,2025-07-14T01:15:25,35,169,apple.com
opportunity@work-from-home.org,Make $2695/Week From Home - No Experience!,"Make $2695/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,102,2025-07-13T04:28:35,42,295,work-from-home.org
